hostname,ip
SW-Access-DC2-05383,10.45.226.122
SW-Core-HQ-04574,172.18.166.181
FW-Perim-HQ-04820,10.209.32.223
SW-Agg-SOUTH-04886,172.27.54.148
SW-Agg-BKK-02029,172.28.59.159
SW-Access-DC1-03223,172.20.250.76
AP-WLAN-BKK-09183,192.168.206.93
SW-Access-EAST-08423,172.24.15.135
RT-Core-BR02-09511,172.19.77.10
SW-Core-SOUTH-00711,172.23.136.196
SW-Access-WEST-00899,192.168.16.233
FW-Perim-BR04-06293,192.168.162.236
FW-Perim-HQ-08083,172.27.105.42
RT-Edge-BR02-07821,172.28.163.28
SW-Dist-BR02-05492,192.168.54.82
FW-Perim-HKT-02032,172.23.147.159
SW-Access-WEST-06753,10.235.100.15
RT-Edge-BR04-00785,10.234.249.46
AP-WLAN-HQ-03853,192.168.23.12
SW-Dist-WEST-07286,10.51.254.8
RT-Edge-BKK-01440,192.168.137.184
RT-Core-DC2-05523,10.252.72.131
RT-Core-BKK-05964,172.18.255.251
SW-Core-HQ-08327,10.110.92.27
SW-Agg-BR04-01663,10.126.230.231
SW-Dist-BR02-09331,192.168.81.7
AP-WLAN-SOUTH-05013,172.18.99.153
SW-Access-SOUTH-06180,172.26.195.84
AP-WLAN-SOUTH-03527,172.17.17.60
SW-Dist-WEST-04438,10.89.178.184
RT-Core-EAST-01658,172.29.174.50
SW-Core-BR04-04671,172.24.151.27
SW-Dist-CNX-06406,172.27.159.174
SW-Agg-BR02-03554,172.25.16.238
RT-Edge-BR03-08044,172.19.194.121
SW-Core-DC1-05697,192.168.141.112
RT-Core-HQ-03003,172.22.89.114
SW-Core-WEST-05155,10.163.45.239
AP-WLAN-WEST-08750,192.168.225.100
RT-Core-BR02-05927,10.221.60.240
SW-Core-CNX-08599,172.28.147.155
AP-WLAN-CNX-03107,172.25.187.166
SW-Access-NORTH-08746,172.29.138.178
AP-WLAN-BKK-06015,10.3.205.55
FW-Perim-BR03-08974,10.231.202.154
AP-WLAN-HQ-08850,172.25.34.244
SW-Agg-DC2-03536,10.115.100.214
SW-Agg-CNX-02608,192.168.134.60
RT-Edge-DC2-03797,172.30.248.166
SW-Access-BR04-02676,192.168.252.27
SW-Core-BKK-00234,10.206.20.236
SW-Core-BR04-08160,192.168.173.92
RT-Edge-DC1-06366,10.134.237.215
RT-Core-BR01-09070,192.168.104.236
AP-WLAN-HKT-07772,172.28.90.114
SW-Agg-NORTH-00239,10.173.215.55
SW-Access-BKK-08492,172.20.212.99
SW-Agg-DC2-03748,10.145.199.76
SW-Core-CNX-08432,172.25.163.45
RT-Edge-WEST-03751,10.146.65.213
AP-WLAN-WEST-08275,172.23.81.60
SW-Access-EAST-02153,192.168.80.66
SW-Access-DC1-04518,192.168.208.24
AP-WLAN-BR03-01793,172.22.0.103
RT-Core-SOUTH-05689,192.168.150.236
SW-Access-BKK-03825,172.20.164.79
RT-Core-WEST-05482,192.168.31.160
SW-Access-HKT-03562,172.30.41.33
FW-Perim-DC2-07127,10.143.209.90
RT-Core-HQ-00218,10.19.157.102
SW-Dist-DC1-07831,10.108.65.157
FW-Perim-HKT-09747,192.168.54.175
RT-Core-WEST-01344,192.168.53.93
RT-Edge-NORTH-06775,192.168.40.154
SW-Dist-BR04-07717,10.171.133.186
SW-Agg-BR03-07905,192.168.30.52
SW-Agg-BR01-06274,172.27.168.93
RT-Core-NORTH-03708,192.168.153.17
SW-Dist-DC2-04245,10.74.216.170
SW-Core-NORTH-04662,192.168.53.110
SW-Access-EAST-00898,192.168.71.46
SW-Core-BR02-05320,172.22.46.249
SW-Agg-EAST-03660,10.47.102.245
RT-Edge-BR01-06776,10.249.19.46
SW-Core-BR02-03367,192.168.45.63
SW-Core-BR01-00650,192.168.226.125
SW-Access-DC1-04052,172.24.8.41
FW-Perim-BKK-07590,192.168.141.183
FW-Perim-DC2-01223,192.168.219.90
AP-WLAN-DC1-04441,172.25.82.155
SW-Core-BR04-04386,192.168.240.23
SW-Dist-BR03-00164,192.168.161.145
FW-Perim-BR02-05589,192.168.195.68
RT-Core-DC2-02871,192.168.64.223
SW-Agg-HQ-08416,10.103.239.174
SW-Agg-HQ-09242,10.153.192.29
AP-WLAN-EAST-08314,172.29.9.91
SW-Dist-HKT-01221,172.16.226.48
AP-WLAN-BR01-09266,172.29.71.137
SW-Dist-EAST-04080,172.19.73.155
RT-Core-WEST-01959,192.168.86.141
AP-WLAN-BKK-06055,10.66.6.199
SW-Agg-DC2-01240,192.168.32.2
FW-Perim-BR02-00375,10.60.11.42
FW-Perim-BR03-04158,192.168.187.16
FW-Perim-BR02-04558,192.168.121.22
RT-Edge-BKK-00445,10.0.93.83
SW-Core-EAST-00076,172.30.34.179
AP-WLAN-NORTH-09937,172.23.218.48
RT-Core-NORTH-07116,172.25.136.29
AP-WLAN-BR04-04063,192.168.227.164
SW-Dist-BR03-00915,10.132.245.102
AP-WLAN-BR02-06464,10.165.53.213
SW-Agg-NORTH-02444,172.31.123.85
FW-Perim-CNX-01209,192.168.76.136
SW-Agg-BR03-02927,172.23.131.94
SW-Core-WEST-02809,192.168.42.167
SW-Agg-BKK-09730,192.168.86.158
RT-Edge-BR03-05626,10.112.180.95
AP-WLAN-BR04-08814,192.168.53.248
SW-Dist-BR04-09194,10.16.108.111
SW-Agg-DC2-02251,192.168.78.228
SW-Dist-HQ-06384,192.168.193.42
RT-Edge-BR02-02797,172.27.232.152
RT-Edge-BR04-01598,172.31.79.114
SW-Access-BKK-05787,172.28.112.40
SW-Access-DC2-05662,172.25.56.27
SW-Dist-BKK-00645,10.227.252.105
SW-Agg-DC1-09727,192.168.192.230
SW-Dist-BR04-02109,192.168.167.118
SW-Core-CNX-00320,172.22.216.85
RT-Core-CNX-00821,10.14.233.159
SW-Dist-HQ-05487,172.28.127.160
FW-Perim-EAST-03574,10.238.222.248
RT-Edge-SOUTH-08717,10.11.163.75
RT-Core-BR04-01132,172.20.129.117
AP-WLAN-WEST-03988,192.168.153.190
SW-Core-BR01-06063,192.168.106.162
SW-Dist-DC2-08473,10.203.247.69
SW-Core-NORTH-09806,10.219.132.135
SW-Access-BR02-09768,192.168.114.51
RT-Core-BR03-03233,192.168.74.118
RT-Edge-BR01-02875,10.197.186.115
FW-Perim-BR04-08098,192.168.170.133
SW-Dist-WEST-02078,192.168.71.83
FW-Perim-BR03-02931,10.22.113.235
RT-Core-NORTH-07402,172.24.134.131
SW-Dist-WEST-07499,10.122.77.177
SW-Agg-DC2-03519,10.7.69.136
SW-Agg-BR04-01413,192.168.128.183
RT-Edge-BKK-08843,172.21.43.46
RT-Edge-NORTH-09129,172.25.219.119
FW-Perim-BR04-09683,172.31.184.124
AP-WLAN-BR02-07514,172.20.206.137
RT-Core-BKK-05186,10.135.44.181
RT-Edge-BR04-04718,192.168.41.159
SW-Agg-BR02-03599,172.27.87.77
SW-Core-BR01-07314,10.245.148.206
RT-Core-WEST-00510,192.168.244.103
SW-Core-BR02-05532,192.168.213.143
SW-Agg-EAST-06985,10.35.98.130
RT-Edge-HKT-03541,172.22.131.98
AP-WLAN-DC2-02065,172.28.147.218
RT-Edge-NORTH-07502,192.168.155.184
RT-Core-BR03-02196,10.240.196.246
RT-Core-BR04-06922,172.17.245.184
RT-Edge-BR04-05401,10.6.78.130
FW-Perim-HQ-09154,192.168.69.181
AP-WLAN-BR01-04085,192.168.109.132
SW-Access-WEST-03884,172.17.79.208
RT-Core-NORTH-06942,10.166.131.138
FW-Perim-NORTH-07615,172.22.134.105
SW-Agg-EAST-02681,192.168.124.79
FW-Perim-NORTH-05989,172.24.114.13
SW-Agg-SOUTH-02168,192.168.188.31
SW-Core-NORTH-07979,192.168.105.108
RT-Core-EAST-03400,10.13.215.92
FW-Perim-BKK-08255,10.160.167.110
RT-Core-SOUTH-02763,172.18.167.207
SW-Agg-BR01-04722,192.168.163.131
SW-Agg-BR02-02941,192.168.150.52
FW-Perim-HKT-02041,192.168.57.214
SW-Access-BKK-06936,172.20.75.152
SW-Access-DC2-05996,10.64.65.41
FW-Perim-NORTH-00513,192.168.195.132
SW-Core-BKK-09239,172.24.97.12
AP-WLAN-BR03-04766,172.31.184.191
SW-Agg-BR01-01364,172.29.62.31
SW-Access-EAST-00373,10.129.75.126
SW-Agg-HQ-07671,172.17.239.128
RT-Edge-HQ-01805,192.168.75.92
SW-Access-EAST-09821,192.168.195.140
SW-Access-BR01-05762,192.168.144.42
SW-Access-BR01-06023,192.168.18.28
RT-Core-BKK-04064,10.168.47.205
RT-Core-BKK-05082,192.168.76.65
SW-Dist-DC1-08663,10.98.29.5
RT-Edge-BR04-07486,10.111.70.242
SW-Access-NORTH-04835,172.31.0.213
RT-Core-BR01-06713,192.168.231.203
RT-Edge-CNX-04240,10.111.154.226
SW-Core-WEST-00802,172.29.30.168
SW-Agg-EAST-06600,10.44.251.229
RT-Edge-WEST-04501,192.168.181.108
RT-Core-EAST-02148,10.57.8.65
RT-Core-NORTH-07356,10.110.149.168
FW-Perim-BR03-01843,10.165.61.203
SW-Access-HQ-09792,172.21.106.115
SW-Agg-DC1-09250,172.25.246.165
SW-Access-EAST-07141,172.29.248.183
SW-Core-SOUTH-08102,192.168.33.85
RT-Edge-DC1-09214,172.19.50.95
SW-Access-WEST-08003,192.168.69.162
RT-Core-DC1-06618,192.168.56.253
SW-Agg-SOUTH-01430,192.168.6.78
FW-Perim-BR01-09001,10.199.204.73
FW-Perim-BR02-02272,10.233.191.90
FW-Perim-EAST-08528,192.168.182.44
SW-Core-DC1-09993,172.20.171.30
SW-Access-BR02-01276,192.168.153.38
RT-Edge-DC2-07693,172.18.219.191
RT-Edge-BR01-02481,192.168.251.55
FW-Perim-CNX-00975,10.198.64.94
RT-Core-BR03-07650,192.168.251.24
SW-Agg-HKT-01498,192.168.122.66
SW-Dist-DC2-00308,10.27.240.139
SW-Dist-BR02-06606,192.168.90.133
FW-Perim-DC2-07465,172.19.69.98
SW-Core-NORTH-06822,192.168.25.23
SW-Dist-SOUTH-06652,192.168.213.11
FW-Perim-BR03-09833,10.182.50.96
FW-Perim-HKT-00733,10.178.196.146
RT-Edge-SOUTH-07930,10.220.119.218
RT-Core-BR01-06329,172.17.150.92
RT-Edge-NORTH-08034,172.28.11.147
SW-Dist-BKK-09788,10.78.221.145
AP-WLAN-EAST-04524,192.168.111.113
SW-Access-NORTH-00290,172.26.169.170
SW-Dist-HKT-09342,192.168.209.126
SW-Access-BKK-01646,172.26.9.237
SW-Agg-HQ-00495,192.168.218.218
AP-WLAN-BKK-08594,172.30.166.108
RT-Edge-BR02-03312,172.31.170.228
SW-Dist-CNX-08691,172.17.222.15
SW-Core-BR02-00896,172.24.6.253
SW-Dist-DC1-09445,192.168.166.10
RT-Edge-CNX-09903,192.168.71.156
SW-Access-DC2-08568,10.128.6.81
SW-Dist-DC1-04816,172.18.73.101
RT-Core-SOUTH-00829,172.31.91.228
SW-Dist-DC2-02999,172.24.7.176
RT-Edge-WEST-04842,192.168.167.35
SW-Access-BR03-09299,10.32.255.56
SW-Access-NORTH-04921,172.20.85.225
FW-Perim-WEST-07723,192.168.223.117
SW-Access-BR02-02528,172.22.150.168
SW-Access-BR03-07411,172.17.246.165
SW-Access-BR03-08506,10.8.95.143
FW-Perim-BR01-07535,172.18.31.200
SW-Dist-BR04-01064,192.168.85.217
RT-Core-WEST-05056,172.23.255.65
SW-Agg-BR04-00595,10.114.133.183
SW-Agg-DC1-05494,172.18.1.230
SW-Dist-BR02-01188,10.239.113.32
RT-Edge-BR02-00751,192.168.105.181
FW-Perim-SOUTH-05599,10.144.10.232
RT-Edge-BKK-06725,172.25.134.145
SW-Core-CNX-00959,172.17.184.62
RT-Core-EAST-03138,10.34.214.17
FW-Perim-SOUTH-05035,172.27.112.233
FW-Perim-DC2-04881,192.168.236.134
SW-Core-BR03-06673,172.23.52.123
RT-Edge-EAST-05656,192.168.129.216
SW-Access-BR04-06633,172.21.54.168
SW-Dist-EAST-04903,192.168.202.107
SW-Core-BR01-09241,10.135.14.37
FW-Perim-WEST-04472,192.168.104.237
SW-Core-BR02-02195,10.94.139.170
RT-Edge-BR03-00215,10.244.71.150
SW-Agg-CNX-03844,10.134.108.27
SW-Access-BKK-04348,172.17.185.52
FW-Perim-WEST-00196,10.161.205.245
SW-Access-HKT-05405,10.252.249.109
SW-Core-BR02-07129,172.19.225.228
SW-Core-WEST-08795,172.31.51.196
AP-WLAN-SOUTH-08501,10.131.57.120
SW-Agg-EAST-05315,172.27.209.85
RT-Core-BR03-04520,192.168.239.59
SW-Access-BR03-08714,172.30.59.198
SW-Dist-BR03-09151,10.150.188.1
AP-WLAN-BR02-00944,192.168.119.99
RT-Core-DC2-00813,10.135.136.139
FW-Perim-BKK-04410,172.29.145.173
SW-Core-WEST-06881,10.176.177.38
SW-Agg-BR04-01239,192.168.149.98
SW-Dist-DC2-07046,10.161.158.62
SW-Agg-HQ-03473,192.168.235.9
RT-Edge-BR04-04697,10.38.45.37
SW-Agg-HQ-01924,172.16.236.2
SW-Core-BR03-05161,10.243.176.172
RT-Core-BR03-07307,10.242.241.202
RT-Core-HKT-01109,10.45.146.88
SW-Access-DC2-07105,192.168.55.184
AP-WLAN-HQ-01951,172.29.241.77
AP-WLAN-EAST-07045,172.25.189.56
RT-Edge-BKK-02194,172.27.182.135
SW-Core-WEST-00758,192.168.130.170
RT-Core-SOUTH-09114,172.24.100.138
FW-Perim-BR02-01986,172.22.11.138
SW-Agg-EAST-02734,10.30.187.49
RT-Edge-DC1-05542,172.20.203.165
SW-Access-DC2-07358,10.228.248.114
SW-Access-NORTH-06910,192.168.219.247
RT-Core-NORTH-01488,172.21.142.134
SW-Dist-BKK-09772,192.168.223.197
SW-Agg-BR03-06402,10.235.215.116
SW-Dist-BR02-01342,192.168.73.71
FW-Perim-SOUTH-02275,172.21.162.82
RT-Edge-HQ-06943,192.168.169.28
RT-Edge-EAST-02460,10.60.195.188
RT-Core-DC1-01441,10.148.171.146
FW-Perim-BR01-00901,192.168.181.61
AP-WLAN-HKT-04544,172.26.156.250
FW-Perim-CNX-01578,10.40.245.17
AP-WLAN-WEST-08563,172.16.239.119
SW-Agg-NORTH-03321,10.179.86.79
SW-Dist-DC1-02877,172.26.227.237
SW-Access-WEST-01865,10.87.88.107
RT-Edge-BR04-08903,172.24.189.56
SW-Dist-NORTH-02123,10.153.102.85
RT-Core-BR04-08363,10.25.113.80
AP-WLAN-BR03-08485,192.168.122.98
SW-Core-CNX-08193,172.19.78.100
SW-Dist-WEST-08701,192.168.244.162
SW-Core-HQ-00878,192.168.115.59
RT-Core-DC1-02115,192.168.233.88
SW-Agg-BR03-01885,10.63.187.189
SW-Agg-NORTH-09184,10.31.208.95
SW-Agg-BR04-05710,172.17.7.23
SW-Access-NORTH-01933,192.168.189.143
SW-Agg-BR01-08874,172.20.201.185
RT-Edge-BKK-04729,10.236.123.195
AP-WLAN-CNX-07582,10.94.128.131
RT-Edge-DC2-02590,192.168.7.151
RT-Edge-DC1-01019,172.20.105.110
RT-Core-BR04-00299,10.47.105.187
SW-Dist-SOUTH-06154,172.25.155.10
SW-Dist-BR04-08661,10.158.195.198
RT-Core-DC1-03340,10.28.154.211
SW-Access-HQ-03962,192.168.10.253
FW-Perim-BR03-07648,10.233.107.217
AP-WLAN-DC1-09663,172.27.181.124
SW-Dist-HKT-03268,10.65.66.35
SW-Core-BR04-07080,192.168.242.7
AP-WLAN-DC1-05000,192.168.242.24
SW-Dist-BR04-04324,10.69.213.88
SW-Core-BR04-08299,10.49.227.27
FW-Perim-BKK-05953,172.19.30.122
AP-WLAN-DC1-08812,172.27.95.184
SW-Access-BKK-02615,172.23.138.245
SW-Dist-BKK-08223,10.138.17.90
SW-Core-BKK-09333,192.168.46.99
SW-Agg-BR02-03567,192.168.6.196
SW-Agg-BR03-08287,10.219.223.128
SW-Core-WEST-02559,10.9.205.185
FW-Perim-NORTH-01899,10.146.202.114
SW-Core-NORTH-09559,192.168.46.243
SW-Access-HQ-07450,192.168.143.93
SW-Access-HKT-01892,172.17.13.18
SW-Agg-BR04-08464,10.162.168.112
SW-Agg-EAST-04647,172.19.144.99
RT-Core-SOUTH-00162,172.21.238.138
SW-Agg-BR02-02381,10.55.10.77
AP-WLAN-BR01-08616,192.168.85.26
SW-Dist-NORTH-06872,10.241.50.166
RT-Edge-BKK-08348,192.168.234.24
SW-Access-HKT-06691,192.168.51.144
AP-WLAN-HKT-01180,192.168.239.164
SW-Core-BR03-01981,192.168.158.53
SW-Agg-CNX-01118,172.16.183.184
RT-Core-WEST-08251,10.141.124.173
RT-Edge-BKK-08900,10.252.105.204
FW-Perim-BR02-00588,192.168.28.207
SW-Access-HQ-04581,10.221.67.124
SW-Core-HQ-06309,192.168.32.1
AP-WLAN-BR04-06919,192.168.230.186
RT-Core-DC1-04694,10.5.18.58
RT-Edge-BR02-02801,192.168.237.147
FW-Perim-BKK-01261,172.16.219.136
SW-Core-DC2-06098,172.16.21.83
FW-Perim-BKK-08597,172.25.179.196
SW-Agg-BR04-06158,172.25.25.233
SW-Access-DC1-01671,172.26.245.172
SW-Agg-CNX-07658,172.23.191.100
RT-Core-SOUTH-08996,192.168.193.235
SW-Agg-WEST-08788,172.31.150.234
SW-Core-BKK-03773,172.26.238.144
SW-Dist-BR02-00213,10.3.247.202
RT-Core-WEST-04212,172.27.0.4
RT-Core-DC2-07354,172.22.0.226
RT-Edge-EAST-01037,172.24.95.76
RT-Core-BR01-05012,192.168.110.26
FW-Perim-BR01-02159,172.29.204.73
SW-Dist-WEST-07331,172.25.159.34
AP-WLAN-BR02-02820,10.242.23.37
FW-Perim-CNX-02949,10.89.207.194
SW-Dist-WEST-05751,10.112.30.220
AP-WLAN-EAST-04316,192.168.171.171
AP-WLAN-NORTH-06544,172.20.135.15
RT-Core-BR02-06345,172.27.70.108
RT-Core-HQ-06636,10.50.24.126
SW-Access-NORTH-07688,172.22.146.122
RT-Core-BR04-06686,10.1.98.12
SW-Core-BR04-08406,192.168.116.3
SW-Core-DC1-08163,192.168.24.62
RT-Edge-BR03-01695,192.168.126.175
SW-Dist-CNX-09388,172.26.25.138
SW-Access-HKT-07023,10.130.44.13
RT-Edge-SOUTH-04138,172.17.76.185
SW-Agg-BR01-07875,172.19.169.1
SW-Agg-BR04-06830,172.31.207.129
SW-Agg-HKT-05178,192.168.156.249
SW-Access-HKT-02967,192.168.89.120
RT-Edge-HKT-00281,172.30.10.155
RT-Edge-NORTH-01173,10.82.232.225
FW-Perim-EAST-01095,192.168.246.216
SW-Agg-DC2-07336,192.168.218.139
FW-Perim-NORTH-00507,172.20.224.26
SW-Access-NORTH-00102,10.92.156.143
RT-Core-HKT-08270,10.194.176.35
RT-Core-BR01-06531,192.168.93.102
AP-WLAN-CNX-06880,192.168.54.33
RT-Core-SOUTH-08765,172.31.14.13
SW-Access-BR01-05940,10.172.8.135
SW-Dist-SOUTH-03151,172.28.67.151
RT-Edge-WEST-07938,172.24.92.125
RT-Core-WEST-01968,10.56.0.51
SW-Dist-WEST-05207,172.31.21.221
SW-Access-BKK-06081,10.63.206.12
SW-Access-SOUTH-01967,172.20.212.243
AP-WLAN-CNX-02701,172.28.233.225
SW-Agg-EAST-05467,172.19.91.28
SW-Core-EAST-05714,172.19.219.206
RT-Edge-BR04-09773,10.93.70.92
SW-Access-NORTH-00808,172.21.150.186
RT-Core-WEST-03672,10.28.231.196
SW-Access-BR04-03728,10.240.186.83
SW-Agg-BR02-01454,172.23.170.243
SW-Agg-BR01-03243,10.20.241.6
RT-Edge-BKK-03986,192.168.14.117
SW-Dist-BKK-08524,10.180.140.234
SW-Agg-HKT-08969,172.27.243.172
AP-WLAN-CNX-01689,172.21.163.101
SW-Dist-SOUTH-05227,172.31.72.198
RT-Core-HQ-08891,172.22.91.35
FW-Perim-WEST-02897,192.168.32.189
SW-Access-HKT-09030,192.168.67.237
SW-Agg-BR01-07920,10.224.124.26
FW-Perim-BKK-03326,192.168.94.176
SW-Core-BR04-04596,10.220.180.172
SW-Access-HKT-09268,10.1.65.117
RT-Core-DC1-04330,10.176.26.64
SW-Agg-BR04-08296,172.26.197.82
SW-Agg-BR03-04992,10.154.138.64
RT-Edge-DC2-03977,172.22.227.106
SW-Agg-BKK-01190,10.237.1.148
FW-Perim-DC1-03965,10.41.133.96
SW-Agg-BR01-00008,172.26.218.212
FW-Perim-HKT-09181,192.168.71.17
RT-Edge-HKT-04981,192.168.45.87
RT-Edge-CNX-09161,10.40.110.102
FW-Perim-BKK-08773,192.168.34.233
SW-Core-BR02-02351,192.168.86.8
SW-Agg-HQ-03636,10.56.169.188
RT-Edge-BKK-08350,172.21.150.217
SW-Agg-EAST-00229,192.168.51.8
RT-Core-HQ-04796,192.168.150.131
AP-WLAN-DC1-06088,172.30.7.234
SW-Dist-WEST-00655,192.168.250.244
SW-Core-NORTH-06307,172.26.4.132
AP-WLAN-WEST-01666,192.168.221.4
SW-Dist-DC1-03361,172.30.124.248
SW-Dist-DC2-05827,172.22.77.74
RT-Edge-HKT-02715,10.193.35.209
RT-Core-BR02-09414,10.209.170.110
SW-Access-BR03-09474,10.186.70.75
FW-Perim-CNX-00803,192.168.154.110
SW-Dist-NORTH-08997,192.168.197.167
SW-Access-BR02-07296,172.30.224.159
FW-Perim-EAST-09193,192.168.145.220
SW-Access-NORTH-07898,172.28.130.51
SW-Dist-BR01-01491,10.218.45.29
RT-Core-BR04-01660,10.25.31.185
FW-Perim-CNX-03642,172.27.55.211
FW-Perim-BKK-01966,192.168.85.2
SW-Dist-DC2-09667,192.168.217.41
SW-Core-NORTH-09670,172.26.182.248
RT-Edge-NORTH-07939,172.28.96.188
SW-Agg-WEST-00131,192.168.32.133
RT-Edge-NORTH-06122,192.168.178.128
SW-Dist-HKT-04114,192.168.202.129
SW-Agg-BKK-06248,172.22.220.213
SW-Core-BR02-05387,10.196.16.117
RT-Edge-BR04-03899,172.26.149.158
RT-Edge-DC1-09697,10.3.108.229
RT-Edge-DC2-00723,10.19.220.103
SW-Dist-BR03-04235,172.17.194.180
AP-WLAN-DC2-07195,192.168.35.113
FW-Perim-HKT-06152,10.88.138.54
FW-Perim-CNX-04663,172.22.160.106
RT-Edge-DC2-02035,172.22.1.138
SW-Access-BR02-08772,10.69.145.46
SW-Agg-HQ-09580,172.20.54.125
RT-Edge-WEST-07589,172.25.191.49
FW-Perim-BR02-04794,172.29.16.6
SW-Agg-DC1-08817,192.168.205.250
AP-WLAN-NORTH-00525,192.168.123.61
SW-Core-BR03-01650,192.168.175.47
FW-Perim-BR02-09657,10.146.222.40
FW-Perim-CNX-00216,172.16.177.158
SW-Core-BKK-04462,192.168.40.13
SW-Agg-SOUTH-03792,172.20.255.24
AP-WLAN-HKT-08388,192.168.244.202
SW-Core-SOUTH-07389,192.168.193.95
AP-WLAN-NORTH-03609,192.168.96.120
SW-Access-HQ-05420,192.168.200.237
SW-Core-BR02-08836,10.106.19.94
FW-Perim-BR04-03510,10.36.178.39
RT-Core-WEST-07243,172.21.117.94
FW-Perim-WEST-03575,172.16.38.178
FW-Perim-BR01-03201,192.168.15.194
SW-Dist-CNX-07782,172.17.158.114
SW-Core-HQ-09797,172.27.250.74
SW-Agg-BR01-06468,172.18.103.235
SW-Dist-SOUTH-07073,172.17.120.73
SW-Dist-CNX-07392,172.26.167.90
SW-Agg-BKK-06207,10.34.41.156
AP-WLAN-HKT-02498,172.17.60.15
SW-Core-SOUTH-02082,192.168.171.212
SW-Access-HQ-02685,192.168.240.210
SW-Agg-HQ-01681,192.168.6.161
SW-Dist-BKK-03740,172.29.249.152
AP-WLAN-BR02-00862,10.94.120.78
SW-Core-BR02-02051,172.25.66.171
SW-Dist-HKT-09093,10.206.177.185
SW-Core-EAST-05928,192.168.170.52
AP-WLAN-NORTH-01655,192.168.47.27
FW-Perim-BR04-02080,192.168.192.129
FW-Perim-DC2-03414,192.168.147.59
FW-Perim-BKK-04370,10.221.15.17
FW-Perim-BKK-09514,172.22.143.182
AP-WLAN-HKT-03688,172.19.230.195
RT-Edge-DC2-06817,10.153.155.104
RT-Core-BR02-03434,192.168.169.241
SW-Dist-EAST-01842,172.20.66.136
SW-Access-HQ-06284,172.25.172.226
SW-Access-BKK-09131,10.242.238.38
RT-Edge-DC1-04307,192.168.139.163
SW-Agg-HQ-03686,10.192.34.120
RT-Edge-CNX-09400,10.67.168.187
AP-WLAN-BR03-03635,192.168.195.149
SW-Core-BR03-05768,10.226.188.43
RT-Core-DC2-09644,172.28.255.25
FW-Perim-HKT-09480,10.210.86.69
RT-Core-BR01-07378,192.168.118.229
SW-Dist-BR01-09935,172.24.31.17
SW-Dist-CNX-04551,172.27.230.69
RT-Edge-BR01-03014,10.1.171.9
SW-Access-EAST-02038,10.239.133.98
AP-WLAN-HKT-05071,10.149.45.150
SW-Dist-DC1-02442,10.204.47.154
SW-Dist-NORTH-08152,172.30.137.214
SW-Access-EAST-02756,172.20.143.81
SW-Core-BR02-05556,172.27.32.224
FW-Perim-EAST-02589,192.168.83.171
SW-Dist-BKK-05743,172.30.103.117
SW-Access-BR03-07788,10.186.75.23
SW-Core-BR04-05712,192.168.100.214
RT-Core-BR03-01641,172.31.196.87
AP-WLAN-BR04-00481,10.244.206.126
SW-Access-EAST-07298,10.127.107.54
SW-Core-HQ-05789,172.22.78.10
SW-Access-BR03-03978,172.30.51.54
RT-Edge-BR01-04105,172.17.93.251
FW-Perim-BR02-00356,172.19.109.100
SW-Agg-BR03-07915,172.29.129.23
SW-Dist-BR02-07628,192.168.2.19
SW-Dist-HQ-03169,10.214.75.25
SW-Access-BKK-05991,10.175.105.96
SW-Dist-NORTH-09719,172.28.64.37
SW-Agg-NORTH-07607,10.208.120.151
SW-Dist-DC1-01495,10.11.139.43
AP-WLAN-HQ-03849,192.168.80.23
RT-Core-WEST-03294,192.168.70.247
SW-Agg-BR01-09066,10.174.82.113
SW-Dist-SOUTH-06031,172.23.111.22
AP-WLAN-BR02-08878,192.168.16.130
AP-WLAN-DC1-06304,10.219.153.153
RT-Edge-DC1-01153,192.168.231.109
AP-WLAN-EAST-08837,10.28.215.237
SW-Core-SOUTH-05187,10.46.137.157
SW-Agg-CNX-08295,10.150.198.64
FW-Perim-HQ-03808,192.168.185.103
SW-Dist-HKT-03456,172.18.120.92
FW-Perim-BR02-02306,10.19.134.213
AP-WLAN-NORTH-04619,172.23.31.9
AP-WLAN-BR03-07518,172.23.238.177
SW-Access-CNX-08409,192.168.183.174
RT-Edge-CNX-07724,10.148.141.37
SW-Dist-WEST-06471,172.29.29.153
FW-Perim-BKK-02230,10.107.99.113
RT-Core-EAST-02376,172.25.165.225
RT-Edge-BR01-05156,192.168.157.187
SW-Agg-EAST-04616,10.145.89.55
SW-Agg-BR03-03023,192.168.34.56
SW-Agg-DC1-02651,192.168.41.166
SW-Core-DC2-01576,10.127.163.90
FW-Perim-HQ-09593,172.30.149.21
SW-Agg-DC2-09513,10.174.133.70
AP-WLAN-BKK-09771,10.211.66.6
RT-Edge-NORTH-02534,10.159.114.250
SW-Dist-EAST-05132,192.168.102.169
FW-Perim-WEST-05880,10.185.80.52
AP-WLAN-BR02-01947,172.25.194.33
FW-Perim-DC2-00479,192.168.52.9
SW-Agg-BR02-07250,10.193.235.82
AP-WLAN-CNX-07434,192.168.116.23
FW-Perim-NORTH-01500,10.241.220.138
SW-Core-DC2-00298,10.47.169.168
SW-Agg-DC1-06967,10.206.45.64
FW-Perim-BR02-02389,10.214.63.173
AP-WLAN-EAST-03319,10.134.128.6
SW-Access-DC1-09259,10.108.242.53
AP-WLAN-HKT-01252,10.150.70.45
FW-Perim-DC2-00289,10.31.158.42
SW-Dist-BR01-05805,10.15.128.145
RT-Edge-NORTH-01303,172.19.214.75
